,International number ID,Central pressure,datetime
39099,9114,1000,1991-08-28 18:00:00
39100,9114,1000,1991-08-29 00:00:00
39101,9114,998,1991-08-29 06:00:00
39102,9114,998,1991-08-29 12:00:00
39103,9114,996,1991-08-29 18:00:00
39104,9114,994,1991-08-30 00:00:00
39105,9114,994,1991-08-30 03:00:00
39106,9114,994,1991-08-30 06:00:00
39107,9114,994,1991-08-30 09:00:00
39108,9114,992,1991-08-30 12:00:00
39109,9114,992,1991-08-30 15:00:00
39110,9114,992,1991-08-30 17:00:00
39111,9114,992,1991-08-30 18:00:00
39112,9114,994,1991-08-30 21:00:00
39113,9114,994,1991-08-31 00:00:00
39114,9114,994,1991-08-31 03:00:00
39115,9114,994,1991-08-31 06:00:00
39116,9114,994,1991-08-31 09:00:00
39117,9114,994,1991-08-31 12:00:00
39118,9114,994,1991-08-31 18:00:00
39119,9114,994,1991-09-01 00:00:00
39120,9114,994,1991-09-01 06:00:00
39121,9114,992,1991-09-01 12:00:00
39122,9114,990,1991-09-01 18:00:00
39123,9114,986,1991-09-02 00:00:00
39124,9114,984,1991-09-02 06:00:00
39125,9114,984,1991-09-02 12:00:00
39202,9117,1006,1991-09-10 00:00:00
39203,9117,1004,1991-09-10 06:00:00
39204,9117,1004,1991-09-10 12:00:00
39205,9117,1002,1991-09-10 18:00:00
39206,9117,1000,1991-09-11 00:00:00
39207,9117,992,1991-09-11 06:00:00
39208,9117,990,1991-09-11 12:00:00
39209,9117,985,1991-09-11 18:00:00
39210,9117,980,1991-09-12 00:00:00
39211,9117,980,1991-09-12 03:00:00
39212,9117,980,1991-09-12 06:00:00
39213,9117,980,1991-09-12 09:00:00
39214,9117,975,1991-09-12 12:00:00
39215,9117,970,1991-09-12 15:00:00
39216,9117,965,1991-09-12 18:00:00
39217,9117,960,1991-09-12 21:00:00
39218,9117,955,1991-09-13 00:00:00
39219,9117,955,1991-09-13 03:00:00
39220,9117,955,1991-09-13 06:00:00
39221,9117,955,1991-09-13 09:00:00
39222,9117,955,1991-09-13 12:00:00
39223,9117,955,1991-09-13 15:00:00
39224,9117,960,1991-09-13 18:00:00
39225,9117,965,1991-09-13 20:00:00
39226,9117,970,1991-09-13 21:00:00
39227,9117,980,1991-09-14 00:00:00
39228,9117,985,1991-09-14 03:00:00
39229,9117,990,1991-09-14 06:00:00
39230,9117,992,1991-09-14 09:00:00
39231,9117,996,1991-09-14 11:00:00
39232,9117,1000,1991-09-14 12:00:00
39233,9117,1004,1991-09-14 18:00:00
39234,9117,1004,1991-09-15 00:00:00
39235,9117,1004,1991-09-15 06:00:00
39236,9117,1004,1991-09-15 12:00:00
39237,9117,1002,1991-09-15 18:00:00
39238,9117,1000,1991-09-16 00:00:00
39239,9117,998,1991-09-16 06:00:00
39240,9117,998,1991-09-16 12:00:00
39241,9117,998,1991-09-16 18:00:00
39286,9119,1010,1991-09-13 00:00:00
39287,9119,1010,1991-09-13 06:00:00
39288,9119,1010,1991-09-13 12:00:00
39289,9119,1010,1991-09-13 18:00:00
39290,9119,1008,1991-09-14 00:00:00
39291,9119,1006,1991-09-14 06:00:00
39292,9119,1006,1991-09-14 12:00:00
39293,9119,1006,1991-09-14 18:00:00
39294,9119,1004,1991-09-15 00:00:00
39295,9119,1004,1991-09-15 06:00:00
39296,9119,1004,1991-09-15 12:00:00
39297,9119,1004,1991-09-15 18:00:00
39298,9119,1000,1991-09-16 00:00:00
39299,9119,990,1991-09-16 06:00:00
39300,9119,985,1991-09-16 12:00:00
39301,9119,970,1991-09-16 18:00:00
39302,9119,965,1991-09-17 00:00:00
39303,9119,965,1991-09-17 06:00:00
39304,9119,965,1991-09-17 12:00:00
39305,9119,965,1991-09-17 18:00:00
39306,9119,960,1991-09-18 00:00:00
39307,9119,960,1991-09-18 06:00:00
39308,9119,955,1991-09-18 12:00:00
39309,9119,955,1991-09-18 18:00:00
39310,9119,955,1991-09-19 00:00:00
39311,9119,955,1991-09-19 06:00:00
39312,9119,955,1991-09-19 12:00:00
39313,9119,955,1991-09-19 18:00:00
39314,9119,955,1991-09-20 00:00:00
39315,9119,955,1991-09-20 06:00:00
39316,9119,955,1991-09-20 12:00:00
39317,9119,955,1991-09-20 18:00:00
39318,9119,955,1991-09-21 00:00:00
39319,9119,950,1991-09-21 06:00:00
39320,9119,945,1991-09-21 12:00:00
39321,9119,940,1991-09-21 18:00:00
39322,9119,940,1991-09-22 00:00:00
39323,9119,935,1991-09-22 06:00:00
39324,9119,935,1991-09-22 12:00:00
39325,9119,935,1991-09-22 18:00:00
39326,9119,930,1991-09-23 00:00:00
39327,9119,925,1991-09-23 06:00:00
39328,9119,925,1991-09-23 12:00:00
39329,9119,925,1991-09-23 18:00:00
39330,9119,925,1991-09-24 00:00:00
39331,9119,925,1991-09-24 06:00:00
39332,9119,930,1991-09-24 12:00:00
39333,9119,930,1991-09-24 15:00:00
39334,9119,930,1991-09-24 18:00:00
39335,9119,935,1991-09-24 21:00:00
39336,9119,935,1991-09-25 00:00:00
39337,9119,935,1991-09-25 03:00:00
39338,9119,940,1991-09-25 06:00:00
39339,9119,940,1991-09-25 09:00:00
39340,9119,940,1991-09-25 12:00:00
39341,9119,940,1991-09-25 15:00:00
39342,9119,940,1991-09-25 18:00:00
39343,9119,940,1991-09-25 21:00:00
39344,9119,940,1991-09-26 00:00:00
39345,9119,935,1991-09-26 03:00:00
39346,9119,935,1991-09-26 06:00:00
39347,9119,935,1991-09-26 09:00:00
39348,9119,935,1991-09-26 12:00:00
39349,9119,930,1991-09-26 15:00:00
39350,9119,930,1991-09-26 18:00:00
39351,9119,935,1991-09-26 21:00:00
39352,9119,935,1991-09-27 00:00:00
39353,9119,935,1991-09-27 03:00:00
39354,9119,935,1991-09-27 06:00:00
39355,9119,940,1991-09-27 07:00:00
39356,9119,945,1991-09-27 09:00:00
39357,9119,945,1991-09-27 12:00:00
39358,9119,950,1991-09-27 15:00:00
39359,9119,950,1991-09-27 18:00:00
39360,9119,955,1991-09-27 21:00:00
39361,9119,955,1991-09-27 22:00:00
39362,9119,970,1991-09-28 00:00:00
39363,9119,970,1991-09-28 03:00:00
39364,9119,966,1991-09-28 06:00:00
39365,9119,966,1991-09-28 12:00:00
39366,9119,962,1991-09-28 18:00:00
39367,9119,960,1991-09-29 00:00:00
39368,9119,952,1991-09-29 06:00:00
39369,9119,948,1991-09-29 12:00:00
39370,9119,952,1991-09-29 18:00:00
39371,9119,956,1991-09-30 00:00:00
39372,9119,960,1991-09-30 06:00:00
39373,9119,960,1991-09-30 12:00:00
39374,9119,968,1991-09-30 18:00:00
39375,9119,972,1991-10-01 00:00:00
40120,9209,1008,1992-07-31 00:00:00
40121,9209,1006,1992-07-31 06:00:00
40122,9209,1006,1992-07-31 12:00:00
40123,9209,1006,1992-07-31 18:00:00
40124,9209,1006,1992-08-01 00:00:00
40125,9209,1006,1992-08-01 06:00:00
40126,9209,1004,1992-08-01 12:00:00
40127,9209,1000,1992-08-01 18:00:00
40128,9209,998,1992-08-02 00:00:00
40129,9209,998,1992-08-02 03:00:00
40130,9209,996,1992-08-02 06:00:00
40131,9209,996,1992-08-02 09:00:00
40132,9209,996,1992-08-02 12:00:00
40133,9209,994,1992-08-02 15:00:00
40134,9209,994,1992-08-02 18:00:00
40135,9209,992,1992-08-02 21:00:00
40136,9209,990,1992-08-03 00:00:00
40137,9209,990,1992-08-03 03:00:00
40138,9209,985,1992-08-03 06:00:00
40139,9209,985,1992-08-03 09:00:00
40140,9209,985,1992-08-03 12:00:00
40141,9209,980,1992-08-03 15:00:00
40142,9209,980,1992-08-03 18:00:00
40143,9209,980,1992-08-03 21:00:00
40144,9209,980,1992-08-04 00:00:00
40145,9209,985,1992-08-04 03:00:00
40146,9209,990,1992-08-04 04:00:00
40147,9209,992,1992-08-04 06:00:00
40148,9209,994,1992-08-04 09:00:00
40149,9209,996,1992-08-04 10:00:00
40150,9209,1000,1992-08-04 12:00:00
40151,9209,1002,1992-08-04 18:00:00
40152,9209,1004,1992-08-05 00:00:00
40153,9209,1006,1992-08-05 06:00:00
40154,9209,1006,1992-08-05 12:00:00
40155,9210,1006,1992-08-03 00:00:00
40156,9210,1004,1992-08-03 06:00:00
40157,9210,1004,1992-08-03 12:00:00
40158,9210,1000,1992-08-03 18:00:00
40159,9210,1000,1992-08-04 00:00:00
40160,9210,996,1992-08-04 06:00:00
40161,9210,990,1992-08-04 12:00:00
40162,9210,985,1992-08-04 18:00:00
40163,9210,970,1992-08-05 00:00:00
40164,9210,960,1992-08-05 06:00:00
40165,9210,955,1992-08-05 12:00:00
40166,9210,955,1992-08-05 18:00:00
40167,9210,950,1992-08-06 00:00:00
40168,9210,950,1992-08-06 03:00:00
40169,9210,945,1992-08-06 06:00:00
40170,9210,945,1992-08-06 09:00:00
40171,9210,940,1992-08-06 12:00:00
40172,9210,935,1992-08-06 15:00:00
40173,9210,935,1992-08-06 18:00:00
40174,9210,940,1992-08-06 21:00:00
40175,9210,940,1992-08-07 00:00:00
40176,9210,945,1992-08-07 03:00:00
40177,9210,945,1992-08-07 06:00:00
40178,9210,950,1992-08-07 09:00:00
40179,9210,950,1992-08-07 12:00:00
40180,9210,950,1992-08-07 15:00:00
40181,9210,955,1992-08-07 18:00:00
40182,9210,960,1992-08-07 21:00:00
40183,9210,965,1992-08-08 00:00:00
40184,9210,975,1992-08-08 03:00:00
40185,9210,975,1992-08-08 04:00:00
40186,9210,980,1992-08-08 06:00:00
40187,9210,980,1992-08-08 09:00:00
40188,9210,985,1992-08-08 12:00:00
40189,9210,985,1992-08-08 15:00:00
40190,9210,990,1992-08-08 18:00:00
40191,9210,994,1992-08-08 21:00:00
40192,9210,996,1992-08-09 00:00:00
40193,9210,996,1992-08-09 03:00:00
40194,9210,998,1992-08-09 06:00:00
40195,9210,998,1992-08-09 12:00:00
40196,9210,998,1992-08-09 18:00:00
40197,9210,998,1992-08-10 00:00:00
40198,9210,998,1992-08-10 06:00:00
40199,9210,1000,1992-08-10 12:00:00
40200,9210,1004,1992-08-10 18:00:00
40201,9210,1006,1992-08-11 00:00:00
40202,9210,1006,1992-08-11 06:00:00
40203,9210,1006,1992-08-11 12:00:00
40204,9210,1008,1992-08-11 18:00:00
40205,9210,1010,1992-08-12 00:00:00
40206,9210,1008,1992-08-12 06:00:00
40207,9210,1008,1992-08-12 12:00:00
40208,9210,1008,1992-08-12 18:00:00
40209,9210,1008,1992-08-13 00:00:00
40210,9210,1002,1992-08-13 06:00:00
40211,9210,1002,1992-08-13 12:00:00
40212,9211,1006,1992-08-05 06:00:00
40213,9211,1006,1992-08-05 12:00:00
40214,9211,1004,1992-08-05 18:00:00
40215,9211,1004,1992-08-06 00:00:00
40216,9211,996,1992-08-06 06:00:00
40217,9211,990,1992-08-06 12:00:00
40218,9211,990,1992-08-06 18:00:00
40219,9211,980,1992-08-07 00:00:00
40220,9211,980,1992-08-07 06:00:00
40221,9211,975,1992-08-07 12:00:00
40222,9211,970,1992-08-07 18:00:00
40223,9211,970,1992-08-08 00:00:00
40224,9211,970,1992-08-08 06:00:00
40225,9211,970,1992-08-08 12:00:00
40226,9211,970,1992-08-08 18:00:00
40227,9211,970,1992-08-09 00:00:00
40228,9211,970,1992-08-09 06:00:00
40229,9211,970,1992-08-09 12:00:00
40230,9211,965,1992-08-09 18:00:00
40231,9211,960,1992-08-10 00:00:00
40232,9211,955,1992-08-10 06:00:00
40233,9211,950,1992-08-10 12:00:00
40234,9211,945,1992-08-10 18:00:00
40235,9211,935,1992-08-11 00:00:00
40236,9211,935,1992-08-11 06:00:00
40237,9211,930,1992-08-11 12:00:00
40238,9211,930,1992-08-11 18:00:00
40239,9211,930,1992-08-12 00:00:00
40240,9211,935,1992-08-12 06:00:00
40241,9211,940,1992-08-12 12:00:00
40242,9211,950,1992-08-12 18:00:00
40243,9211,950,1992-08-13 00:00:00
40244,9211,955,1992-08-13 06:00:00
40245,9211,955,1992-08-13 12:00:00
40246,9211,960,1992-08-13 18:00:00
40247,9211,960,1992-08-14 00:00:00
40248,9211,960,1992-08-14 03:00:00
40249,9211,965,1992-08-14 06:00:00
40250,9211,965,1992-08-14 09:00:00
40251,9211,965,1992-08-14 12:00:00
40252,9211,965,1992-08-14 15:00:00
40253,9211,970,1992-08-14 18:00:00
40254,9211,970,1992-08-14 21:00:00
40255,9211,970,1992-08-15 00:00:00
40256,9211,970,1992-08-15 03:00:00
40257,9211,970,1992-08-15 06:00:00
40258,9211,970,1992-08-15 09:00:00
40259,9211,970,1992-08-15 12:00:00
40260,9211,970,1992-08-15 15:00:00
40261,9211,970,1992-08-15 18:00:00
40262,9211,970,1992-08-15 21:00:00
40263,9211,970,1992-08-16 00:00:00
40264,9211,970,1992-08-16 06:00:00
40265,9211,970,1992-08-16 12:00:00
40266,9211,970,1992-08-16 18:00:00
40267,9211,970,1992-08-17 00:00:00
40268,9211,970,1992-08-17 03:00:00
40269,9211,970,1992-08-17 06:00:00
40270,9211,970,1992-08-17 09:00:00
40271,9211,970,1992-08-17 12:00:00
40272,9211,970,1992-08-17 15:00:00
40273,9211,970,1992-08-17 18:00:00
40274,9211,970,1992-08-17 21:00:00
40275,9211,970,1992-08-18 00:00:00
40276,9211,975,1992-08-18 03:00:00
40277,9211,975,1992-08-18 06:00:00
40278,9211,980,1992-08-18 09:00:00
40279,9211,985,1992-08-18 11:00:00
40280,9211,985,1992-08-18 12:00:00
40281,9211,990,1992-08-18 15:00:00
40282,9211,990,1992-08-18 17:00:00
40283,9211,990,1992-08-18 18:00:00
40284,9211,990,1992-08-18 21:00:00
40285,9211,992,1992-08-19 00:00:00
40286,9211,992,1992-08-19 03:00:00
40287,9211,994,1992-08-19 06:00:00
40288,9211,996,1992-08-19 12:00:00
41310,9304,1006,1993-07-19 06:00:00
41311,9304,1006,1993-07-19 12:00:00
41312,9304,1004,1993-07-19 18:00:00
41313,9304,1000,1993-07-20 00:00:00
41314,9304,992,1993-07-20 06:00:00
41315,9304,990,1993-07-20 12:00:00
41316,9304,990,1993-07-20 18:00:00
41317,9304,990,1993-07-21 00:00:00
41318,9304,990,1993-07-21 06:00:00
41319,9304,990,1993-07-21 12:00:00
41320,9304,990,1993-07-21 18:00:00
41321,9304,990,1993-07-22 00:00:00
41322,9304,990,1993-07-22 06:00:00
41323,9304,990,1993-07-22 12:00:00
41324,9304,990,1993-07-22 18:00:00
41325,9304,985,1993-07-23 00:00:00
41326,9304,985,1993-07-23 06:00:00
41327,9304,985,1993-07-23 12:00:00
41328,9304,985,1993-07-23 15:00:00
41329,9304,980,1993-07-23 18:00:00
41330,9304,980,1993-07-23 21:00:00
41331,9304,980,1993-07-24 00:00:00
41332,9304,980,1993-07-24 03:00:00
41333,9304,980,1993-07-24 06:00:00
41334,9304,980,1993-07-24 09:00:00
41335,9304,985,1993-07-24 12:00:00
41336,9304,985,1993-07-24 15:00:00
41337,9304,990,1993-07-24 17:00:00
41338,9304,990,1993-07-24 18:00:00
41339,9304,994,1993-07-24 19:00:00
41340,9304,996,1993-07-24 21:00:00
41341,9304,998,1993-07-25 00:00:00
41342,9304,1000,1993-07-25 03:00:00
41343,9304,1004,1993-07-25 06:00:00
41344,9304,1006,1993-07-25 12:00:00
41345,9304,1006,1993-07-25 18:00:00
41346,9304,1008,1993-07-26 00:00:00
41347,9304,1008,1993-07-26 06:00:00
41348,9304,1010,1993-07-26 12:00:00
41349,9304,1010,1993-07-26 18:00:00
41350,9304,1012,1993-07-27 00:00:00
41351,9305,1004,1993-07-24 18:00:00
41352,9305,1004,1993-07-25 00:00:00
41353,9305,1004,1993-07-25 06:00:00
41354,9305,1002,1993-07-25 12:00:00
41355,9305,998,1993-07-25 18:00:00
41356,9305,998,1993-07-26 00:00:00
41357,9305,998,1993-07-26 03:00:00
41358,9305,996,1993-07-26 06:00:00
41359,9305,996,1993-07-26 09:00:00
41360,9305,994,1993-07-26 12:00:00
41361,9305,994,1993-07-26 15:00:00
41362,9305,994,1993-07-26 18:00:00
41363,9305,994,1993-07-26 21:00:00
41364,9305,990,1993-07-27 00:00:00
41365,9305,990,1993-07-27 02:00:00
41366,9305,990,1993-07-27 03:00:00
41367,9305,990,1993-07-27 06:00:00
41368,9305,990,1993-07-27 08:00:00
41369,9305,992,1993-07-27 09:00:00
41370,9305,996,1993-07-27 12:00:00
41371,9305,1004,1993-07-27 18:00:00
41372,9305,1006,1993-07-28 00:00:00
41373,9305,1008,1993-07-28 06:00:00
41374,9305,1008,1993-07-28 12:00:00
41375,9305,1008,1993-07-28 18:00:00
41376,9305,1008,1993-07-29 00:00:00
41377,9305,1008,1993-07-29 06:00:00
41378,9306,1002,1993-07-27 06:00:00
41379,9306,1002,1993-07-27 12:00:00
41380,9306,1000,1993-07-27 18:00:00
41381,9306,998,1993-07-28 00:00:00
41382,9306,994,1993-07-28 06:00:00
41383,9306,992,1993-07-28 09:00:00
41384,9306,990,1993-07-28 12:00:00
41385,9306,985,1993-07-28 15:00:00
41386,9306,980,1993-07-28 18:00:00
41387,9306,980,1993-07-28 21:00:00
41388,9306,975,1993-07-29 00:00:00
41389,9306,975,1993-07-29 03:00:00
41390,9306,975,1993-07-29 06:00:00
41391,9306,975,1993-07-29 09:00:00
41392,9306,975,1993-07-29 12:00:00
41393,9306,980,1993-07-29 14:00:00
41394,9306,980,1993-07-29 15:00:00
41395,9306,980,1993-07-29 18:00:00
41396,9306,980,1993-07-29 21:00:00
41397,9306,985,1993-07-30 00:00:00
41398,9306,985,1993-07-30 03:00:00
41399,9306,990,1993-07-30 06:00:00
41400,9306,994,1993-07-30 12:00:00
41401,9306,996,1993-07-30 18:00:00
41402,9306,996,1993-07-31 00:00:00
41403,9306,996,1993-07-31 06:00:00
41404,9306,998,1993-07-31 12:00:00
41405,9306,1000,1993-07-31 18:00:00
41406,9306,1004,1993-08-01 00:00:00
41606,9311,1006,1993-08-21 12:00:00
41607,9311,1004,1993-08-21 18:00:00
41608,9311,1002,1993-08-22 00:00:00
41609,9311,998,1993-08-22 06:00:00
41610,9311,996,1993-08-22 12:00:00
41611,9311,994,1993-08-22 18:00:00
41612,9311,994,1993-08-23 00:00:00
41613,9311,990,1993-08-23 06:00:00
41614,9311,985,1993-08-23 12:00:00
41615,9311,985,1993-08-23 18:00:00
41616,9311,980,1993-08-24 00:00:00
41617,9311,980,1993-08-24 06:00:00
41618,9311,980,1993-08-24 12:00:00
41619,9311,980,1993-08-24 18:00:00
41620,9311,980,1993-08-25 00:00:00
41621,9311,975,1993-08-25 03:00:00
41622,9311,970,1993-08-25 06:00:00
41623,9311,970,1993-08-25 09:00:00
41624,9311,965,1993-08-25 12:00:00
41625,9311,965,1993-08-25 15:00:00
41626,9311,965,1993-08-25 18:00:00
41627,9311,965,1993-08-25 21:00:00
41628,9311,965,1993-08-26 00:00:00
41629,9311,965,1993-08-26 03:00:00
41630,9311,965,1993-08-26 06:00:00
41631,9311,965,1993-08-26 09:00:00
41632,9311,970,1993-08-26 12:00:00
41633,9311,970,1993-08-26 15:00:00
41634,9311,970,1993-08-26 18:00:00
41635,9311,970,1993-08-26 21:00:00
41636,9311,970,1993-08-27 00:00:00
41637,9311,970,1993-08-27 03:00:00
41638,9311,970,1993-08-27 06:00:00
41639,9311,975,1993-08-27 09:00:00
41640,9311,975,1993-08-27 12:00:00
41641,9311,975,1993-08-27 15:00:00
41642,9311,975,1993-08-27 18:00:00
41643,9311,975,1993-08-27 21:00:00
41644,9311,980,1993-08-28 00:00:00
41645,9311,980,1993-08-28 02:00:00
41646,9311,980,1993-08-28 03:00:00
41647,9311,986,1993-08-28 06:00:00
41648,9311,988,1993-08-28 12:00:00
41649,9311,990,1993-08-28 18:00:00
41650,9311,992,1993-08-29 00:00:00
41651,9311,994,1993-08-29 06:00:00
41652,9311,994,1993-08-29 12:00:00
41653,9311,994,1993-08-29 18:00:00
41654,9311,996,1993-08-30 00:00:00
41655,9311,996,1993-08-30 06:00:00
41656,9311,996,1993-08-30 12:00:00
41657,9311,994,1993-08-30 18:00:00
41689,9313,1004,1993-08-29 00:00:00
41690,9313,1004,1993-08-29 06:00:00
41691,9313,1002,1993-08-29 12:00:00
41692,9313,1000,1993-08-29 18:00:00
41693,9313,998,1993-08-30 00:00:00
41694,9313,998,1993-08-30 06:00:00
41695,9313,996,1993-08-30 12:00:00
41696,9313,994,1993-08-30 18:00:00
41697,9313,992,1993-08-31 00:00:00
41698,9313,990,1993-08-31 06:00:00
41699,9313,985,1993-08-31 12:00:00
41700,9313,980,1993-08-31 18:00:00
41701,9313,975,1993-09-01 00:00:00
41702,9313,965,1993-09-01 03:00:00
41703,9313,960,1993-09-01 06:00:00
41704,9313,955,1993-09-01 09:00:00
41705,9313,950,1993-09-01 12:00:00
41706,9313,945,1993-09-01 15:00:00
41707,9313,940,1993-09-01 18:00:00
41708,9313,940,1993-09-01 21:00:00
41709,9313,935,1993-09-02 00:00:00
41710,9313,935,1993-09-02 03:00:00
41711,9313,930,1993-09-02 06:00:00
41712,9313,925,1993-09-02 09:00:00
41713,9313,925,1993-09-02 12:00:00
41714,9313,925,1993-09-02 15:00:00
41715,9313,925,1993-09-02 18:00:00
41716,9313,925,1993-09-02 21:00:00
41717,9313,925,1993-09-03 00:00:00
41718,9313,925,1993-09-03 03:00:00
41719,9313,930,1993-09-03 06:00:00
41720,9313,940,1993-09-03 09:00:00
41721,9313,955,1993-09-03 12:00:00
41722,9313,965,1993-09-03 14:00:00
41723,9313,970,1993-09-03 15:00:00
41724,9313,970,1993-09-03 16:00:00
41725,9313,975,1993-09-03 18:00:00
41726,9313,980,1993-09-03 21:00:00
41727,9313,980,1993-09-04 00:00:00
41728,9313,980,1993-09-04 03:00:00
41729,9313,985,1993-09-04 06:00:00
41730,9313,985,1993-09-04 09:00:00
41731,9313,990,1993-09-04 12:00:00
41732,9313,994,1993-09-04 18:00:00
41733,9313,998,1993-09-05 00:00:00
41734,9313,1002,1993-09-05 06:00:00
41735,9313,1006,1993-09-05 12:00:00
41736,9313,1008,1993-09-05 18:00:00
41737,9313,1010,1993-09-06 00:00:00
41738,9313,1012,1993-09-06 06:00:00
41739,9313,1012,1993-09-06 12:00:00
41740,9313,1012,1993-09-06 18:00:00
41741,9313,1012,1993-09-07 00:00:00
41742,9313,1012,1993-09-07 06:00:00
41743,9313,1012,1993-09-07 12:00:00
41744,9314,1006,1993-09-05 00:00:00
41745,9314,1006,1993-09-05 06:00:00
41746,9314,1004,1993-09-05 12:00:00
41747,9314,1004,1993-09-05 18:00:00
41748,9314,1002,1993-09-06 00:00:00
41749,9314,1000,1993-09-06 06:00:00
41750,9314,998,1993-09-06 12:00:00
41751,9314,996,1993-09-06 18:00:00
41752,9314,990,1993-09-07 00:00:00
41753,9314,990,1993-09-07 03:00:00
41754,9314,990,1993-09-07 06:00:00
41755,9314,990,1993-09-07 09:00:00
41756,9314,990,1993-09-07 12:00:00
41757,9314,990,1993-09-07 15:00:00
41758,9314,990,1993-09-07 18:00:00
41759,9314,990,1993-09-07 21:00:00
41760,9314,990,1993-09-08 00:00:00
41761,9314,990,1993-09-08 03:00:00
41762,9314,985,1993-09-08 06:00:00
41763,9314,985,1993-09-08 09:00:00
41764,9314,985,1993-09-08 12:00:00
41765,9314,985,1993-09-08 15:00:00
41766,9314,985,1993-09-08 18:00:00
41767,9314,992,1993-09-08 21:00:00
41768,9314,994,1993-09-09 00:00:00
41769,9314,1000,1993-09-09 03:00:00
41770,9314,1004,1993-09-09 06:00:00
41771,9314,1006,1993-09-09 12:00:00
41772,9314,1006,1993-09-09 18:00:00
41773,9314,1004,1993-09-10 00:00:00
41774,9314,1002,1993-09-10 06:00:00
41775,9314,1002,1993-09-10 12:00:00
41776,9314,1002,1993-09-10 18:00:00
41777,9314,1000,1993-09-11 00:00:00
41778,9314,996,1993-09-11 06:00:00
41779,9314,996,1993-09-11 12:00:00
41780,9314,992,1993-09-11 18:00:00
41781,9314,992,1993-09-12 00:00:00
41782,9314,992,1993-09-12 06:00:00
41783,9314,992,1993-09-12 12:00:00
41784,9314,992,1993-09-12 18:00:00
41785,9314,992,1993-09-13 00:00:00
41786,9314,988,1993-09-13 06:00:00
41787,9314,988,1993-09-13 12:00:00
41788,9314,988,1993-09-13 18:00:00
41789,9314,988,1993-09-14 00:00:00
41790,9314,988,1993-09-14 06:00:00
42454,9407,1004,1994-07-14 00:00:00
42455,9407,1004,1994-07-14 06:00:00
42456,9407,1004,1994-07-14 12:00:00
42457,9407,1004,1994-07-14 18:00:00
42458,9407,1004,1994-07-15 00:00:00
42459,9407,1004,1994-07-15 06:00:00
42460,9407,1004,1994-07-15 12:00:00
42461,9407,1002,1994-07-15 18:00:00
42462,9407,1004,1994-07-16 00:00:00
42463,9407,1002,1994-07-16 06:00:00
42464,9407,1000,1994-07-16 12:00:00
42465,9407,996,1994-07-16 18:00:00
42466,9407,990,1994-07-17 00:00:00
42467,9407,985,1994-07-17 06:00:00
42468,9407,980,1994-07-17 12:00:00
42469,9407,975,1994-07-17 18:00:00
42470,9407,970,1994-07-18 00:00:00
42471,9407,960,1994-07-18 06:00:00
42472,9407,955,1994-07-18 12:00:00
42473,9407,950,1994-07-18 18:00:00
42474,9407,940,1994-07-19 00:00:00
42475,9407,930,1994-07-19 06:00:00
42476,9407,925,1994-07-19 12:00:00
42477,9407,915,1994-07-19 18:00:00
42478,9407,915,1994-07-20 00:00:00
42479,9407,915,1994-07-20 06:00:00
42480,9407,920,1994-07-20 12:00:00
42481,9407,930,1994-07-20 18:00:00
42482,9407,945,1994-07-21 00:00:00
42483,9407,955,1994-07-21 06:00:00
42484,9407,960,1994-07-21 12:00:00
42485,9407,965,1994-07-21 18:00:00
42486,9407,970,1994-07-22 00:00:00
42487,9407,970,1994-07-22 03:00:00
42488,9407,970,1994-07-22 06:00:00
42489,9407,970,1994-07-22 09:00:00
42490,9407,970,1994-07-22 12:00:00
42491,9407,970,1994-07-22 15:00:00
42492,9407,975,1994-07-22 18:00:00
42493,9407,975,1994-07-22 21:00:00
42494,9407,975,1994-07-23 00:00:00
42495,9407,975,1994-07-23 03:00:00
42496,9407,975,1994-07-23 06:00:00
42497,9407,975,1994-07-23 09:00:00
42498,9407,980,1994-07-23 12:00:00
42499,9407,980,1994-07-23 15:00:00
42500,9407,980,1994-07-23 18:00:00
42501,9407,980,1994-07-23 21:00:00
42502,9407,980,1994-07-24 00:00:00
42503,9407,980,1994-07-24 03:00:00
42504,9407,980,1994-07-24 06:00:00
42505,9407,980,1994-07-24 09:00:00
42506,9407,980,1994-07-24 12:00:00
42507,9407,980,1994-07-24 15:00:00
42508,9407,980,1994-07-24 18:00:00
42509,9407,980,1994-07-24 21:00:00
42510,9407,980,1994-07-25 00:00:00
42511,9407,985,1994-07-25 03:00:00
42512,9407,985,1994-07-25 04:00:00
42513,9407,985,1994-07-25 06:00:00
42514,9407,990,1994-07-25 09:00:00
42515,9407,992,1994-07-25 12:00:00
42516,9407,994,1994-07-25 15:00:00
42517,9407,994,1994-07-25 18:00:00
42518,9407,996,1994-07-25 21:00:00
42519,9407,998,1994-07-26 00:00:00
42520,9407,998,1994-07-26 06:00:00
42521,9407,998,1994-07-26 12:00:00
42522,9407,998,1994-07-26 18:00:00
42523,9407,1000,1994-07-27 00:00:00
42524,9407,1000,1994-07-27 06:00:00
42525,9407,1000,1994-07-27 12:00:00
42526,9407,1000,1994-07-27 18:00:00
42527,9407,1000,1994-07-28 00:00:00
42528,9407,1000,1994-07-28 06:00:00
42529,9407,1000,1994-07-28 12:00:00
42614,9411,1002,1994-07-25 12:00:00
42615,9411,1000,1994-07-25 18:00:00
42616,9411,1000,1994-07-26 00:00:00
42617,9411,998,1994-07-26 06:00:00
42618,9411,998,1994-07-26 12:00:00
42619,9411,998,1994-07-26 18:00:00
