International number ID,date,Latitude of the center,Longitude of the center,Central pressure,timestamp
1821,2018-09-08 00:00:00,66.52644298777159,136.82139928129072,1005.8928019914356,1536336000
1821,2018-09-08 06:00:00,68.26366367477749,136.9549775214873,1009.2261013239695,1536357600
1821,2018-09-08 12:00:00,70.0834163995496,137.08076739949865,1012.6065650466126,1536379200
423,2004-10-23 06:00:00,59.96087465470555,187.53087348584813,985.6454697032859,1098482400
423,2004-10-23 12:00:00,62.726069853815716,193.13965634417036,985.1014062092836,1098504000
423,2004-10-23 18:00:00,65.59229951386806,199.02834739351965,984.358093510964,1098525600
423,2004-10-24 00:00:00,68.55783247396175,205.1985795926903,983.4029757491044,1098547200
423,2004-10-24 06:00:00,71.62169127864036,211.65157011362862,982.2219877386888,1098568800
1609,2016-08-23 09:00:00,45.45405562356609,145.5518584153349,995.1250084705225,1471914000
1609,2016-08-23 15:00:00,46.23729675061986,145.91206052265125,997.6503380366757,1471935600
1609,2016-08-23 21:00:00,47.308800759557926,146.35272457708584,999.8528743128591,1471957200
1609,2016-08-24 03:00:00,48.577557421540405,146.85785420329694,1001.908383444701,1471978800
1609,2016-08-24 09:00:00,49.98445324912245,147.41861053393563,1003.9295083644538,1472000400
712,2007-09-20 18:00:00,38.9216056687801,124.92005928759863,994.1925115504127,1190282400
712,2007-09-21 00:00:00,39.65493528260413,125.81406214549861,976.6124033965752,1190304000
712,2007-09-21 06:00:00,40.057163103323546,126.50621824760128,953.2513871992996,1190325600
712,2007-09-21 12:00:00,40.09891188146139,126.92048996600897,924.3251714867656,1190347200
712,2007-09-21 18:00:00,39.7653349535758,126.98470092453863,890.2967346635414,1190368800
1722,2017-10-29 18:00:00,34.779548719998274,143.03085142387226,989.3446687535825,1509271200
1722,2017-10-30 00:00:00,35.27002269065997,144.9534020643605,991.1235777354273,1509292800
1722,2017-10-30 06:00:00,36.03674818830041,146.9508130220438,993.1764331106533,1509314400
1722,2017-10-30 12:00:00,36.95812550460323,149.0715193091337,995.4372395440691,1509336000
1722,2017-10-30 18:00:00,37.97094863804887,151.34575274456893,997.8864209126068,1509357600
1919,2019-10-15 00:00:00,60.03478178747173,187.074624522681,944.8607472710719,1571068800
1919,2019-10-15 06:00:00,62.690278850728646,192.4409178871474,934.5896871948207,1571090400
1919,2019-10-15 12:00:00,65.3908047408404,198.09491972739033,923.0349405083252,1571112000
1919,2019-10-15 18:00:00,68.14622923950083,204.03216510305992,910.0857009592728,1571133600
1919,2019-10-16 00:00:00,70.95935780131549,210.24732424416288,895.6517730679334,1571155200
410,2004-08-04 00:00:00,46.730041257255834,142.02267244945142,1003.232958180708,1091548800
410,2004-08-04 06:00:00,47.91620667482857,143.21452147106538,1002.3219111647049,1091570400
410,2004-08-04 12:00:00,49.15512240162843,144.48045956615715,1001.2704439779709,1091592000
410,2004-08-04 18:00:00,50.4446327297419,145.82469313752927,1000.0779758938761,1091613600
410,2004-08-05 00:00:00,51.783469269742454,147.25089491158178,998.740980099752,1091635200
1004,2010-08-13 06:00:00,43.89319265514496,153.5442230605995,999.1194574084584,1281650400
1004,2010-08-13 12:00:00,44.60657229419667,156.05465071623576,1000.1989170338029,1281672000
1004,2010-08-13 18:00:00,45.46735397406883,158.73714909380487,1001.2895784893562,1281693600
1004,2010-08-14 00:00:00,46.42876584752594,161.59839124810333,1002.4239593970478,1281715200
1004,2010-08-14 06:00:00,47.46097040453242,164.64557746914852,1003.6227584192293,1281736800
1906,2019-07-29 18:00:00,41.20592156528073,154.28369133185333,1010.1624286558963,1564394400
1906,2019-07-30 00:00:00,41.91941557022801,155.63762223949743,1010.355188769172,1564416000
1906,2019-07-30 06:00:00,42.63715054834756,156.9731448343373,1010.5766338054646,1564437600
1906,2019-07-30 12:00:00,43.356811438832665,158.2993772928212,1010.8241560588003,1564459200
1906,2019-07-30 18:00:00,44.07679324831042,159.6233922848014,1011.0946588885945,1564480800
1721,2017-10-24 00:00:00,48.604879818554764,160.00819169226907,984.790784472003,1508774400
1721,2017-10-24 06:00:00,53.08775827507998,165.3497117856832,994.3258903246024,1508796000
1721,2017-10-24 12:00:00,57.98685426692464,171.54211604932334,1006.5800636194035,1508817600
1721,2017-10-24 18:00:00,63.42686350706208,178.71716086667493,1021.6817498158634,1508839200
1721,2017-10-25 00:00:00,69.528894447747,187.02419142880444,1039.8800277300325,1508860800
221,2002-10-04 06:00:00,52.78487411641618,157.326707790819,1008.0547067635753,1033682400
221,2002-10-04 12:00:00,54.13159127168183,159.58610316207478,1016.1343764768098,1033704000
221,2002-10-04 18:00:00,55.75566631896436,161.99445428385798,1024.4193430451942,1033725600
221,2002-10-05 00:00:00,57.548630394427164,164.56175578609282,1033.020144273848,1033747200
221,2002-10-05 06:00:00,59.447085089228494,167.29432673694964,1042.0056826023438,1033768800
610,2006-08-21 12:00:00,42.33884644347927,133.2165761831675,1006.8619542208526,1156132800
610,2006-08-21 18:00:00,42.888694461982595,133.05053485840745,1007.7966609224932,1156154400
610,2006-08-22 00:00:00,43.450308121186026,132.9011728016685,1008.7985809209249,1156176000
610,2006-08-22 06:00:00,44.02387774366616,132.7678927159168,1009.8624585582475,1156197600
610,2006-08-22 12:00:00,44.60923988670038,132.65013017239926,1010.9833252265998,1156219200
1610,2016-08-31 00:00:00,44.23092338250808,134.81400946818167,983.3342921848052,1472572800
1610,2016-08-31 06:00:00,44.561526981249244,133.98386237161503,986.0942494084393,1472594400
1610,2016-08-31 12:00:00,44.88739124540734,133.20405772160575,988.381051295537,1472616000
1610,2016-08-31 18:00:00,45.20564707517042,132.47040589921426,990.2757655465603,1472637600
1610,2016-09-01 00:00:00,45.51463216440243,131.7796821557913,991.8437697982517,1472659200
1607,2016-08-19 00:00:00,64.43512525897677,150.70206342335496,985.7795862919156,1471536000
1607,2016-08-19 06:00:00,68.29850463367984,152.3723320535305,985.7459666825962,1471557600
1607,2016-08-19 12:00:00,72.31381253630025,154.12882274584672,985.8722431298302,1471579200
1607,2016-08-19 18:00:00,76.50009679660798,155.986720967986,986.1401911487992,1471600800
1607,2016-08-20 00:00:00,80.87332207362124,157.95919419074608,986.5375168786559,1471622400
421,2004-10-03 00:00:00,32.81443113749174,153.29331136679383,1014.1062595802935,1096732800
421,2004-10-03 06:00:00,33.47005451130099,153.7014540083705,1014.3667639672663,1096754400
421,2004-10-03 12:00:00,34.07731545732804,154.1251307575933,1014.7629443786662,1096776000
421,2004-10-03 18:00:00,34.6447348607453,154.56493462531506,1015.2793671370395,1096797600
421,2004-10-04 00:00:00,35.17925937883729,155.0213554146522,1015.9031578426975,1096819200
1106,2011-07-31 06:00:00,51.9532900725676,165.4202199845099,1013.7617133404124,1312063200
1106,2011-07-31 12:00:00,52.23068475879927,166.15949022170184,1015.4551122350185,1312084800
1106,2011-07-31 18:00:00,52.52931552429254,166.91451673649044,1017.0861557801029,1312106400
1106,2011-08-01 00:00:00,52.846659572071076,167.68241624312782,1018.6602697175454,1312128000
1106,2011-08-01 06:00:00,53.18049776869839,168.46067146032533,1020.1824031718029,1312149600
1616,2016-09-20 18:00:00,34.89040712963106,139.57642160805665,1006.7219476730897,1474365600
1616,2016-09-21 00:00:00,35.424626899679424,140.9067321097972,1008.1555084367355,1474387200
1616,2016-09-21 06:00:00,36.045027245210804,142.15174946521051,1010.2703668726972,1474408800
1616,2016-09-21 12:00:00,36.7175587461752,143.35632727865743,1012.9931014999092,1474430400
1616,2016-09-21 18:00:00,37.422188089967676,144.5526421120138,1016.2439897979493,1474452000
206,2002-07-13 06:00:00,48.8880225096118,143.91360284813663,1000.4325337729388,1026511200
206,2002-07-13 12:00:00,49.840662433791294,144.48517016109554,1002.9056756774094,1026532800
206,2002-07-13 18:00:00,50.84854432514112,145.0285046472054,1005.4310614673982,1026554400
206,2002-07-14 00:00:00,51.904119629851266,145.5546340088904,1008.018297341996,1026576000
206,2002-07-14 06:00:00,53.001312974874054,146.07238059367774,1010.6753392986202,1026597600
1812,2018-08-04 18:00:00,33.88228590822155,115.21919220533618,1005.5712658760276,1533376800
1812,2018-08-05 00:00:00,33.64025482636771,114.5080453668661,1008.2210486624244,1533398400
1812,2018-08-05 06:00:00,33.392574856794,113.6919292933444,1010.3728813809212,1533420000
1812,2018-08-05 12:00:00,33.14881467509667,112.83318582410357,1012.2413901113177,1533441600
1812,2018-08-05 18:00:00,32.91389001055768,111.96249327646547,1013.9363953506581,1533463200
1007,2010-09-06 18:00:00,58.129389758384605,181.92576515818655,981.1531023882089,1283767200
1007,2010-09-07 00:00:00,59.79513555773383,182.58560067309008,982.8600998632865,1283788800
1007,2010-09-07 06:00:00,61.394713128273,183.42545570886432,985.0436021111236,1283810400
1007,2010-09-07 12:00:00,62.928503687276134,184.48052501319762,987.6208007145451,1283832000
1007,2010-09-07 18:00:00,64.39940436999677,185.77528478385284,990.5069122585155,1283853600
1419,2014-10-16 18:00:00,53.65593962472121,187.7498393637054,986.106798554254,1413453600
1419,2014-10-17 00:00:00,56.15628453295358,192.99951315023213,991.32359122052,1413475200
1419,2014-10-17 06:00:00,58.58893056235502,198.7347538611259,995.961073750288,1413496800
1419,2014-10-17 12:00:00,61.014371348868735,204.95504739111334,1000.2253219960185,1413518400
1419,2014-10-17 18:00:00,63.475011079113756,211.6695457874382,1004.2528969060804,1413540000
1908,2019-08-11 12:00:00,42.0201343451663,176.21699085066848,1005.9602114112822,1565496000
1908,2019-08-11 18:00:00,41.60580329423101,180.40395462468132,1006.0240117151443,1565517600
1908,2019-08-12 00:00:00,41.223378178277926,184.77031488148077,1006.1540242083283,1565539200
1908,2019-08-12 06:00:00,40.84925840483629,189.3231836703535,1006.3238872153597,1565560800
1908,2019-08-12 12:00:00,40.466834098850086,194.068053924967,1006.5149343898593,1565582400
207,2002-07-20 00:00:00,51.786320717796116,182.6746322783638,991.509902474776,1027094400
207,2002-07-20 06:00:00,53.07441273544828,184.81814142535814,989.122675154751,1027116000
207,2002-07-20 12:00:00,54.20369211291836,186.83488048770369,986.7842367898247,1027137600
207,2002-07-20 18:00:00,55.20462904450142,188.72740763375123,984.4546702243115,1027159200
207,2002-07-21 00:00:00,56.10086458073238,190.49704175705256,982.1050280415184,1027180800
1515,2015-08-30 12:00:00,46.57206854658216,126.08817661340618,1010.9154355332757,1440907200
1515,2015-08-30 18:00:00,47.61336139617015,126.35073619840978,1012.0751218819005,1440928800
1515,2015-08-31 00:00:00,48.62797477921231,126.59139215862979,1013.4510777440955,1440950400
1515,2015-08-31 06:00:00,49.61950880283257,126.81337695899492,1015.018726278242,1440972000
1515,2015-08-31 12:00:00,50.59112318938605,127.01950114186275,1016.7564843462151,1440993600
1611,2016-08-22 12:00:00,49.471641019270464,146.58311922668963,1002.8941090401731,1471838400
1611,2016-08-22 18:00:00,50.93093385727843,146.47014731334184,1003.7668910727498,1471860000
1611,2016-08-23 00:00:00,52.48584014610242,146.52011622751343,1004.6415611317116,1471881600
1611,2016-08-23 06:00:00,54.089857727783965,146.66420182962702,1005.5263700766682,1471903200
1611,2016-08-23 12:00:00,55.719396249493,146.8675530581113,1006.4231705786533,1471924800
1216,2012-09-19 00:00:00,50.10478442021122,135.6226030853228,1009.8656217911848,1347984000
1216,2012-09-19 06:00:00,52.2266571714099,136.21244387501076,1018.4434951427975,1348005600
